,fips,ST,Unemployment_rate_2021,Median_Household_Income_2020
2252,41003,OR,3.9,"66,378"
2253,41005,OR,4.8,"82,539"
2254,41007,OR,6.0,"63,238"
2255,41009,OR,5.8,"73,023"
2256,41011,OR,6.3,"50,848"
2257,41013,OR,6.7,"68,598"
2258,41015,OR,6.7,"48,377"
2259,41017,OR,5.3,"66,467"
2260,41019,OR,5.8,"52,355"
2261,41021,OR,4.8,"63,088"
2262,41023,OR,6.7,"50,819"
2263,41025,OR,5.1,"48,790"
2264,41027,OR,4.5,"81,718"
2265,41029,OR,5.4,"57,334"
2266,41031,OR,6.5,"63,683"
2267,41033,OR,6.2,"47,740"
2268,41035,OR,6.7,"49,675"
2269,41037,OR,5.5,"48,669"
2270,41039,OR,5.5,"58,818"
2271,41041,OR,6.8,"53,883"
2272,41043,OR,5.6,"65,516"
2273,41045,OR,4.4,"46,278"
2274,41047,OR,5.1,"64,990"
2275,41049,OR,4.6,"59,956"
2276,41051,OR,5.6,"74,707"
2277,41053,OR,4.8,"66,973"
2278,41055,OR,4.3,"62,271"
2279,41057,OR,5.5,"57,533"
2280,41059,OR,5.2,"62,560"
2281,41061,OR,5.6,"58,779"
2282,41063,OR,5.4,"51,506"
2283,41065,OR,5.2,"55,519"
2284,41067,OR,4.4,"85,385"
2285,41069,OR,3.3,"43,367"
2286,41071,OR,4.7,"68,266"
2287,42000,PA,6.3,"64,898"
2288,42001,PA,4.4,"70,470"
2289,42003,PA,6.1,"64,236"
2290,42005,PA,7.6,"52,958"
2291,42007,PA,7.2,"56,649"
2292,42009,PA,5.9,"52,643"
2293,42011,PA,6.6,"70,057"
2294,42013,PA,6.0,"52,177"
2295,42015,PA,5.6,"55,787"
2296,42017,PA,5.3,"92,441"
2297,42019,PA,5.6,"74,721"
2298,42021,PA,7.0,"48,653"
2299,42023,PA,7.7,"46,151"
2300,42025,PA,6.7,"60,593"
2301,42027,PA,4.6,"62,795"
2302,42029,PA,4.2,"107,491"
2303,42031,PA,6.5,"52,642"
2304,42033,PA,7.0,"48,794"
2305,42035,PA,6.7,"54,652"
2306,42037,PA,5.9,"56,176"
2307,42039,PA,6.7,"52,372"
2308,42041,PA,4.6,"69,546"
2309,42043,PA,6.3,"63,265"
2310,42045,PA,6.3,"75,174"
2311,42047,PA,6.9,"52,952"
2312,42049,PA,7.3,"55,181"
2313,42051,PA,8.7,"45,256"
2314,42053,PA,8.3,"40,667"
2315,42055,PA,5.1,"57,812"
2316,42057,PA,6.3,"61,202"
2317,42059,PA,7.3,"59,324"
2318,42061,PA,7.3,"55,282"
2319,42063,PA,7.1,"53,533"
2320,42065,PA,6.5,"52,856"
2321,42067,PA,5.0,"59,591"
2322,42069,PA,6.9,"56,911"
2323,42071,PA,4.9,"73,006"
2324,42073,PA,7.6,"50,373"
2325,42075,PA,5.5,"63,605"
2326,42077,PA,6.8,"65,733"
2327,42079,PA,8.3,"52,281"
2328,42081,PA,6.7,"56,751"
2329,42083,PA,6.9,"52,359"
2330,42085,PA,7.1,"51,743"
2331,42087,PA,6.1,"54,517"
2332,42089,PA,7.7,"71,686"
2333,42091,PA,5.0,"94,094"
2334,42093,PA,4.4,"63,341"
2335,42095,PA,5.9,"73,903"
2336,42097,PA,6.8,"47,825"
2337,42099,PA,4.7,"68,991"
2338,42101,PA,9.2,"55,102"
2339,42103,PA,7.3,"66,614"
2340,42105,PA,6.8,"51,744"
2341,42107,PA,6.8,"52,307"
2342,42109,PA,5.2,"58,474"
2343,42111,PA,6.7,"51,916"
2344,42113,PA,7.4,"52,821"
2345,42115,PA,5.5,"55,560"
2346,42117,PA,6.6,"47,683"
2347,42119,PA,4.7,"62,306"
2348,42121,PA,6.8,"52,559"
2349,42123,PA,6.7,"52,729"
2350,42125,PA,6.6,"65,808"
2351,42127,PA,6.6,"55,627"
2352,42129,PA,6.3,"59,349"
2353,42131,PA,6.3,"59,305"
2354,42133,PA,5.4,"71,655"
2355,44000,RI,5.6,"73,919"
2356,44001,RI,4.7,"94,591"
2357,44003,RI,5.2,"82,413"
2358,44005,RI,4.9,"81,218"
2359,44007,RI,6.0,"67,752"
2360,44009,RI,4.9,"83,925"
2361,45000,SC,4.0,"57,216"
2362,45001,SC,4.5,"47,219"
2363,45003,SC,3.4,"57,128"
2364,45005,SC,7.8,"32,701"
2365,45007,SC,3.7,"52,667"
2366,45009,SC,7.5,"39,969"
2367,45011,SC,6.5,"41,717"
2368,45013,SC,3.5,"76,515"
2369,45015,SC,3.6,"70,371"
2370,45017,SC,4.5,"50,977"
2371,45019,SC,3.6,"72,451"
2372,45021,SC,5.1,"45,085"
2373,45023,SC,5.9,"45,366"
2374,45025,SC,4.5,"44,792"
2375,45027,SC,4.9,"52,983"
2376,45029,SC,4.4,"44,399"
2377,45031,SC,4.5,"42,082"
2378,45033,SC,5.8,"40,930"
2379,45035,SC,3.6,"62,928"
2380,45037,SC,3.4,"55,005"
2381,45039,SC,5.8,"45,648"
2382,45041,SC,4.1,"47,429"
2383,45043,SC,4.8,"57,991"
2384,45045,SC,3.4,"62,475"
2385,45047,SC,4.5,"43,711"
2386,45049,SC,3.6,"43,614"
2387,45051,SC,5.1,"55,055"
2388,45053,SC,3.4,"48,988"
2389,45055,SC,3.7,"60,397"
2390,45057,SC,4.4,"63,019"
2391,45059,SC,4.3,"43,766"
2392,45061,SC,5.6,"40,400"
2393,45063,SC,3.0,"62,839"
2394,45065,SC,4.8,"50,698"
2395,45067,SC,6.6,"38,498"
2396,45069,SC,7.8,"38,877"
2397,45071,SC,3.3,"52,202"
2398,45073,SC,3.6,"58,061"
2399,45075,SC,7.1,"41,335"
2400,45077,SC,3.5,"54,588"
2401,45079,SC,4.1,"56,993"
2402,45081,SC,3.1,"46,216"
2403,45083,SC,4.0,"53,485"
2404,45085,SC,4.6,"45,724"
2405,45087,SC,6.5,"46,567"
2406,45089,SC,6.1,"38,186"
2407,45091,SC,3.7,"72,579"
2408,46000,SD,3.1,"61,149"
2409,46003,SD,2.4,"54,916"
2410,46005,SD,2.8,"54,033"
2411,46007,SD,4.3,"45,478"
2412,46009,SD,2.8,"52,890"
2413,46011,SD,3.2,"64,542"
2414,46013,SD,3.0,"64,993"
2415,46015,SD,2.5,"56,691"
2416,46017,SD,5.4,"22,901"
2417,46019,SD,3.4,"52,346"
2418,46021,SD,3.4,"52,931"
2419,46023,SD,3.7,"44,865"
2420,46025,SD,3.7,"54,164"
2421,46027,SD,3.0,"49,834"
2422,46029,SD,3.1,"62,123"
2423,46031,SD,4.7,"29,860"
2424,46033,SD,4.0,"66,654"
2425,46035,SD,2.8,"53,664"
2426,46037,SD,4.3,"50,445"
2427,46039,SD,4.2,"58,488"
2428,46041,SD,5.9,"40,429"
2429,46043,SD,2.5,"59,404"
2430,46045,SD,2.7,"56,671"
2431,46047,SD,4.0,"48,927"
2432,46049,SD,2.7,"50,213"
2433,46051,SD,3.4,"59,637"
2434,46053,SD,2.8,"43,060"
2435,46055,SD,2.8,"50,898"
2436,46057,SD,2.4,"62,651"
2437,46059,SD,2.5,"59,237"
2438,46061,SD,4.0,"62,597"
2439,46063,SD,2.8,"58,732"
2440,46065,SD,2.4,"70,615"
2441,46067,SD,3.1,"54,669"
2442,46069,SD,2.6,"55,510"
2443,46071,SD,4.4,"36,853"
2444,46073,SD,2.2,"49,086"
2445,46075,SD,3.4,"49,156"
2446,46077,SD,2.9,"56,758"
2447,46079,SD,3.0,"65,643"
2448,46081,SD,3.0,"56,366"
2449,46083,SD,2.4,"86,972"
2450,46085,SD,4.4,"43,531"
2451,46087,SD,2.8,"64,693"
2452,46089,SD,4.2,"44,625"
2453,46091,SD,3.5,"56,885"
2454,46093,SD,3.0,"58,406"
2455,46095,SD,4.5,"37,844"
2456,46097,SD,3.1,"49,824"
2457,46099,SD,2.9,"64,526"
2458,46101,SD,2.8,"73,264"
2459,46102,SD,8.7,"32,195"
2460,46103,SD,3.2,"62,214"
2461,46105,SD,3.1,"46,786"
2462,46107,SD,3.0,"57,324"
2463,46109,SD,4.6,"50,673"
2464,46111,SD,3.0,"51,952"
2465,46115,SD,3.2,"53,282"
2466,46117,SD,3.0,"76,413"
2467,46119,SD,3.8,"59,157"
2468,46121,SD,4.8,"31,256"
2469,46123,SD,2.4,"46,162"
2470,46125,SD,2.7,"62,754"
2471,46127,SD,3.6,"82,574"
2472,46129,SD,5.5,"45,288"
2473,46135,SD,2.7,"57,075"
2474,46137,SD,4.5,"31,599"
2475,47000,TN,4.3,"56,962"
2476,47001,TN,3.8,"53,002"
2477,47003,TN,4.1,"58,593"
2478,47005,TN,4.8,"44,759"
2479,47007,TN,5.2,"45,780"
2480,47009,TN,3.4,"67,576"
2481,47011,TN,4.1,"49,802"
2482,47013,TN,4.8,"42,331"
2483,47015,TN,3.4,"50,628"
2484,47017,TN,4.6,"47,390"
2485,47019,TN,4.2,"44,786"
2486,47021,TN,3.1,"78,330"
2487,47023,TN,3.3,"42,839"
2488,47025,TN,4.1,"43,365"
2489,47027,TN,5.3,"37,683"
2490,47029,TN,5.5,"41,576"
2491,47031,TN,4.1,"55,177"
2492,47033,TN,3.6,"50,046"
2493,47035,TN,4.8,"52,529"
2494,47037,TN,4.2,"64,418"
2495,47039,TN,5.7,"47,232"
2496,47041,TN,4.5,"51,002"
2497,47043,TN,3.4,"60,309"
2498,47045,TN,4.6,"50,906"
2499,47047,TN,4.1,"73,132"
2500,47049,TN,4.0,"43,931"
2501,47051,TN,3.8,"49,491"
2502,47053,TN,4.3,"47,850"
2503,47055,TN,4.3,"51,332"
2504,47057,TN,4.2,"45,056"
2505,47059,TN,4.4,"43,164"
2506,47061,TN,5.4,"41,133"
2507,47063,TN,4.0,"48,047"
2508,47065,TN,4.0,"61,478"
2509,47067,TN,4.8,"33,109"
2510,47069,TN,6.0,"44,937"
2511,47071,TN,4.5,"46,776"
2512,47073,TN,4.4,"52,898"
2513,47075,TN,5.9,"43,742"
2514,47077,TN,4.4,"47,599"
2515,47079,TN,4.0,"41,598"
2516,47081,TN,3.5,"53,738"
2517,47083,TN,4.8,"47,465"
2518,47085,TN,3.9,"57,767"
2519,47087,TN,4.3,"43,115"
2520,47089,TN,4.1,"57,864"
2521,47091,TN,3.5,"43,039"
2522,47093,TN,3.3,"57,886"
2523,47095,TN,6.0,"32,163"
2524,47097,TN,6.0,"43,386"
2525,47099,TN,4.3,"47,353"
2526,47101,TN,4.7,"48,288"
2527,47103,TN,4.1,"56,661"
2528,47105,TN,3.4,"70,292"
2529,47107,TN,4.5,"50,297"
2530,47109,TN,5.3,"44,341"
2531,47111,TN,3.7,"47,031"
2532,47113,TN,4.5,"47,580"
2533,47115,TN,4.3,"50,941"
2534,47117,TN,4.5,"58,073"
2535,47119,TN,4.7,"65,942"
2536,47121,TN,4.9,"49,242"
2537,47123,TN,3.8,"50,945"
2538,47125,TN,4.5,"60,779"
2539,47127,TN,2.6,"64,271"
2540,47129,TN,4.3,"48,321"
2541,47131,TN,4.7,"45,643"
2542,47133,TN,3.6,"43,167"
2543,47135,TN,7.2,"46,366"
2544,47137,TN,3.8,"40,120"
2545,47139,TN,4.1,"48,184"
2546,47141,TN,3.7,"47,120"
2547,47143,TN,4.8,"45,724"
2548,47145,TN,4.0,"58,988"
2549,47147,TN,3.3,"63,918"
2550,47149,TN,3.4,"73,980"
2551,47151,TN,5.1,"39,020"
2552,47153,TN,4.4,"51,197"
2553,47155,TN,3.9,"54,284"
2554,47157,TN,6.8,"50,870"
2555,47159,TN,3.3,"59,355"
2556,47161,TN,4.1,"55,022"
2557,47163,TN,4.2,"48,968"
2558,47165,TN,3.3,"72,325"
2559,47167,TN,4.3,"61,432"
2560,47169,TN,3.7,"54,970"
2561,47171,TN,4.9,"45,635"
2562,47173,TN,4.0,"45,520"
2563,47175,TN,5.0,"45,908"
2564,47177,TN,4.7,"49,532"
2565,47179,TN,3.6,"52,088"
2566,47181,TN,4.1,"42,754"
2567,47183,TN,3.8,"46,979"
2568,47185,TN,3.9,"46,475"
2569,47187,TN,2.5,"118,257"
2570,47189,TN,3.2,"77,822"
2571,48000,TX,5.7,"66,048"
2572,48001,TX,4.8,"50,879"
2573,48003,TX,5.9,"76,600"
2574,48005,TX,6.5,"49,943"
2575,48007,TX,7.3,"51,461"
2576,48009,TX,4.2,"69,566"
2577,48011,TX,3.6,"62,256"
2578,48013,TX,6.2,"60,594"
2579,48015,TX,5.5,"60,593"
2580,48017,TX,4.9,"48,259"
2581,48019,TX,4.7,"64,389"
2582,48021,TX,4.5,"74,612"
2583,48023,TX,3.4,"44,392"
2584,48025,TX,8.7,"46,316"
2585,48027,TX,5.7,"53,639"
2586,48029,TX,5.4,"60,477"
2587,48031,TX,3.3,"66,383"
2588,48033,TX,2.4,"69,499"
2589,48035,TX,4.6,"58,056"
2590,48037,TX,5.8,"50,326"
2591,48039,TX,6.9,"83,576"
2592,48041,TX,4.1,"53,570"
2593,48043,TX,4.5,"48,537"
2594,48045,TX,4.7,"50,062"
2595,48047,TX,9.2,"33,513"
2596,48049,TX,5.2,"48,752"
2597,48051,TX,5.0,"64,836"
2598,48053,TX,3.7,"63,813"
2599,48055,TX,4.9,"66,128"
2600,48057,TX,4.9,"58,470"
2601,48059,TX,4.6,"54,862"
2602,48061,TX,8.2,"44,440"
2603,48063,TX,5.9,"43,130"
2604,48065,TX,3.9,"66,597"
2605,48067,TX,6.7,"50,595"
2606,48069,TX,3.5,"55,139"
2607,48071,TX,8.3,"89,991"
2608,48073,TX,6.4,"45,894"
2609,48075,TX,3.6,"45,473"
2610,48077,TX,4.9,"62,763"
2611,48079,TX,6.3,"44,584"
2612,48081,TX,4.8,"51,050"
2613,48083,TX,6.0,"43,623"
2614,48085,TX,4.3,"101,560"
2615,48087,TX,4.3,"47,885"
2616,48089,TX,4.8,"52,726"
2617,48091,TX,4.5,"79,290"
2618,48093,TX,4.6,"47,282"
2619,48095,TX,4.2,"47,412"
2620,48097,TX,5.0,"66,323"
2621,48099,TX,5.7,"58,398"
2622,48101,TX,4.6,"44,430"
2623,48103,TX,9.6,"67,547"
2624,48105,TX,6.7,"54,458"
2625,48107,TX,5.6,"42,804"
2626,48109,TX,4.8,"47,479"
2627,48111,TX,2.6,"55,253"
2628,48113,TX,5.6,"65,770"
2629,48115,TX,7.0,"47,233"
2630,48117,TX,3.7,"51,412"
2631,48119,TX,4.9,"50,456"
2632,48121,TX,4.4,"90,880"
2633,48123,TX,4.8,"53,899"
2634,48125,TX,5.1,"42,034"
2635,48127,TX,5.7,"42,788"
2636,48129,TX,4.1,"57,526"
2637,48131,TX,8.3,"40,601"
2638,48133,TX,5.8,"50,317"
2639,48135,TX,8.3,"62,669"
2640,48137,TX,4.3,"45,330"
2641,48139,TX,4.5,"79,849"
2642,48141,TX,6.2,"48,522"
2643,48143,TX,4.5,"61,453"
2644,48145,TX,5.3,"44,590"
2645,48147,TX,4.0,"59,746"
2646,48149,TX,4.3,"63,713"
2647,48151,TX,4.2,"52,828"
2648,48153,TX,5.8,"44,256"
2649,48155,TX,3.4,"40,955"
2650,48157,TX,5.9,"97,210"
2651,48159,TX,4.4,"58,927"
2652,48161,TX,7.2,"54,502"
2653,48163,TX,4.8,"47,007"
2654,48165,TX,4.6,"63,528"
2655,48167,TX,6.7,"78,465"
2656,48169,TX,5.0,"50,934"
2657,48171,TX,3.3,"64,365"
2658,48173,TX,2.9,"85,001"
2659,48175,TX,6.6,"54,970"
2660,48177,TX,4.3,"55,363"
2661,48179,TX,6.7,"54,141"
2662,48181,TX,4.6,"59,554"
2663,48183,TX,6.5,"51,394"
2664,48185,TX,6.7,"57,795"
2665,48187,TX,4.4,"78,909"
2666,48189,TX,6.1,"46,589"
2667,48191,TX,5.4,"36,654"
2668,48193,TX,4.1,"52,840"
2669,48195,TX,3.0,"61,059"
2670,48197,TX,4.3,"63,479"
2671,48199,TX,8.0,"69,151"
2672,48201,TX,6.5,"61,906"
2673,48203,TX,6.6,"55,198"
2674,48205,TX,2.1,"74,686"
2675,48207,TX,3.9,"44,847"
2676,48209,TX,4.1,"77,511"
2677,48211,TX,4.3,"65,718"
2678,48213,TX,5.1,"52,660"
2679,48215,TX,9.3,"46,653"
2680,48217,TX,5.0,"56,565"
2681,48219,TX,6.0,"55,469"
2682,48221,TX,5.2,"85,449"
2683,48223,TX,4.3,"53,634"
2684,48225,TX,4.8,"45,989"
2685,48227,TX,6.5,"58,445"
2686,48229,TX,5.8,"40,666"
2687,48231,TX,5.1,"53,760"
2688,48233,TX,6.0,"62,536"
2689,48235,TX,4.9,"73,776"
2690,48237,TX,5.5,"56,028"
2691,48239,TX,5.0,"56,101"
2692,48241,TX,9.7,"51,153"
2693,48243,TX,4.3,"55,718"
2694,48245,TX,10.0,"48,808"
2695,48247,TX,8.8,"41,620"
2696,48249,TX,10.2,"48,773"
2697,48251,TX,4.9,"67,382"
2698,48253,TX,6.2,"47,019"
2699,48255,TX,5.2,"56,006"
2700,48257,TX,4.9,"76,352"
2701,48259,TX,3.8,"103,216"
2702,48261,TX,6.0,"45,980"
2703,48263,TX,2.9,"53,472"
2704,48265,TX,4.5,"57,425"
2705,48267,TX,4.1,"47,894"
2706,48269,TX,0.9,"78,210"
2707,48271,TX,5.5,"62,557"
2708,48273,TX,7.1,"51,574"
2709,48275,TX,4.7,"46,053"
2710,48277,TX,5.5,"44,688"
2711,48279,TX,5.0,"48,123"
2712,48281,TX,4.8,"69,051"
2713,48283,TX,4.3,"45,647"
2714,48285,TX,4.5,"57,999"
2715,48287,TX,4.3,"61,444"
2716,48289,TX,7.1,"52,878"
2717,48291,TX,9.2,"61,230"
2718,48293,TX,6.2,"53,143"
2719,48295,TX,3.7,"67,775"
2720,48297,TX,6.8,"54,031"
2721,48299,TX,4.8,"60,706"
2722,48301,TX,0.9,"97,491"
2723,48303,TX,4.5,"56,477"
2724,48305,TX,4.3,"51,003"
2725,48307,TX,6.5,"47,617"
2726,48309,TX,4.9,"55,148"
2727,48311,TX,2.3,"45,927"
2728,48313,TX,6.2,"58,674"
2729,48315,TX,6.9,"42,024"
2730,48317,TX,4.8,"73,367"
2731,48319,TX,4.7,"63,120"
2732,48321,TX,8.3,"52,241"
2733,48323,TX,12.7,"41,324"
2734,48325,TX,5.0,"62,600"
2735,48327,TX,4.8,"41,477"
2736,48329,TX,5.7,"92,117"
2737,48331,TX,5.8,"49,961"
2738,48333,TX,4.4,"49,089"
2739,48335,TX,7.1,"46,156"
2740,48337,TX,5.1,"56,012"
2741,48339,TX,5.8,"85,348"
2742,48341,TX,3.3,"53,341"
2743,48343,TX,10.5,"45,122"
2744,48345,TX,5.1,"46,712"
2745,48347,TX,5.5,"49,375"
2746,48349,TX,5.1,"50,778"
2747,48351,TX,10.4,"45,769"
2748,48353,TX,4.8,"41,720"
2749,48355,TX,6.9,"55,727"
2750,48357,TX,4.6,"71,477"
2751,48359,TX,3.5,"61,013"
2752,48361,TX,9.0,"61,323"
2753,48363,TX,5.7,"59,450"
2754,48365,TX,6.7,"51,936"
2755,48367,TX,4.4,"88,617"
2756,48369,TX,2.9,"61,989"
2757,48371,TX,7.1,"52,792"
2758,48373,TX,8.0,"47,535"
2759,48375,TX,4.3,"45,903"
2760,48377,TX,10.5,"39,967"
2761,48379,TX,3.9,"59,195"
2762,48381,TX,3.5,"71,041"
2763,48383,TX,7.7,"66,711"
2764,48385,TX,5.9,"43,076"
2765,48387,TX,5.9,"46,727"
2766,48389,TX,5.9,"64,863"
2767,48391,TX,6.7,"48,433"
2768,48393,TX,4.3,"69,927"
2769,48395,TX,5.3,"55,218"
2770,48397,TX,4.3,"106,225"
2771,48399,TX,4.1,"50,972"
2772,48401,TX,6.0,"56,954"
2773,48403,TX,9.5,"51,046"
2774,48405,TX,8.2,"45,781"
2775,48407,TX,7.4,"51,575"
2776,48409,TX,8.8,"56,944"
2777,48411,TX,4.7,"48,349"
2778,48413,TX,5.5,"54,471"
2779,48415,TX,6.7,"57,158"
2780,48417,TX,4.0,"64,931"
2781,48419,TX,5.4,"41,194"
2782,48421,TX,3.0,"66,408"
2783,48423,TX,5.1,"60,735"
2784,48425,TX,5.2,"67,984"
2785,48427,TX,16.2,"35,716"
2786,48429,TX,4.9,"48,911"
2787,48431,TX,5.1,"68,435"
2788,48433,TX,4.1,"59,802"
2789,48435,TX,8.3,"64,612"
2790,48437,TX,4.9,"39,897"
2791,48439,TX,5.3,"72,064"
2792,48441,TX,4.3,"52,974"
2793,48443,TX,3.6,"42,849"
2794,48445,TX,6.1,"47,292"
2795,48447,TX,2.8,"46,820"
2796,48449,TX,5.4,"52,973"
2797,48451,TX,4.9,"55,990"
2798,48453,TX,4.0,"82,605"
2799,48455,TX,7.3,"47,685"
2800,48457,TX,8.5,"48,809"
2801,48459,TX,6.3,"58,231"
2802,48461,TX,5.2,"59,593"
2803,48463,TX,5.5,"49,275"
2804,48465,TX,5.9,"54,346"
2805,48467,TX,4.7,"57,891"
2806,48469,TX,6.4,"53,583"
2807,48471,TX,6.3,"43,002"
2808,48473,TX,6.4,"69,460"
2809,48475,TX,7.2,"57,257"
2810,48477,TX,5.2,"62,667"
2811,48479,TX,6.3,"56,588"
2812,48481,TX,5.7,"55,887"
2813,48483,TX,6.2,"49,838"
2814,48485,TX,5.3,"54,659"
2815,48487,TX,6.6,"51,774"
2816,48489,TX,10.5,"40,190"
2817,48491,TX,4.0,"91,507"
2818,48493,TX,4.4,"74,529"
2819,48495,TX,7.7,"77,960"
2820,48497,TX,4.9,"71,636"
2821,48499,TX,5.6,"61,886"
2822,48501,TX,7.8,"67,132"
2823,48503,TX,4.5,"54,569"
2824,48505,TX,12.1,"39,876"
2825,48507,TX,12.7,"34,898"
2826,49000,UT,2.7,"77,785"
2827,49001,UT,2.8,"61,858"
2828,49003,UT,2.4,"73,926"
2829,49005,UT,2.0,"65,391"
2830,49007,UT,3.9,"51,902"
2831,49009,UT,3.6,"63,461"
2832,49011,UT,2.4,"92,253"
2833,49013,UT,4.9,"61,709"
2834,49015,UT,3.9,"64,144"
2835,49017,UT,6.5,"47,638"
2836,49019,UT,4.4,"58,852"
2837,49021,UT,2.8,"52,942"
2838,49023,UT,2.0,"70,086"
2839,49025,UT,2.9,"58,352"
2840,49027,UT,2.4,"60,316"
2841,49029,UT,2.1,"103,746"
2842,49031,UT,4.4,"47,206"
2843,49033,UT,2.3,"75,531"
2844,49035,UT,2.8,"79,294"
2845,49037,UT,6.3,"50,686"
2846,49039,UT,2.8,"55,033"
2847,49041,UT,3.3,"56,318"
2848,49043,UT,2.9,"115,756"
2849,49045,UT,2.9,"79,101"
2850,49047,UT,5.6,"63,282"
2851,49049,UT,2.3,"81,804"
2852,49051,UT,2.9,"87,098"
2853,49053,UT,2.9,"71,904"
2854,49055,UT,4.7,"54,790"
2855,49057,UT,2.9,"72,091"
2856,50000,VT,3.4,"67,717"
2857,50001,VT,2.8,"73,049"
2858,50003,VT,4.3,"65,528"
2859,50005,VT,3.7,"52,203"
2860,50007,VT,2.8,"80,539"
2861,50009,VT,4.8,"50,956"
2862,50011,VT,3.5,"62,763"
2863,50013,VT,3.9,"79,994"
2864,50015,VT,4.0,"57,909"
2865,50017,VT,3.2,"60,624"
2866,50019,VT,4.6,"56,721"
2867,50021,VT,4.2,"62,289"
2868,50023,VT,3.0,"70,061"
2869,50025,VT,4.4,"59,017"
2870,50027,VT,3.3,"60,842"
2871,51000,VA,3.9,"79,154"
2872,51001,VA,4.3,"44,127"
2873,51003,VA,3.2,"79,708"
2874,51005,VA,4.1,"52,281"
2875,51007,VA,3.6,"70,511"
2876,51009,VA,3.7,"61,111"
2877,51011,VA,3.9,"55,152"
2878,51013,VA,3.0,"125,004"
2879,51015,VA,3.1,"67,698"
2880,51017,VA,4.6,"56,165"
2881,51019,VA,3.4,"70,004"
2882,51021,VA,3.4,"56,637"
2883,51023,VA,3.0,"70,803"
2884,51025,VA,6.3,"45,556"
2885,51027,VA,6.7,"35,891"
2886,51029,VA,5.3,"49,339"
2887,51031,VA,3.8,"59,223"
2888,51033,VA,4.3,"67,663"
2889,51035,VA,4.1,"48,555"
2890,51036,VA,4.4,"61,850"
2891,51037,VA,3.7,"45,084"
2892,51041,VA,3.6,"83,598"
2893,51043,VA,3.1,"88,407"
2894,51045,VA,3.3,"57,314"
2895,51047,VA,3.2,"80,151"
2896,51049,VA,4.3,"51,035"
2897,51051,VA,5.3,"38,394"
2898,51053,VA,4.5,"63,567"
2899,51057,VA,4.8,"56,134"
2900,51059,VA,3.5,"132,509"
2901,51061,VA,3.0,"106,977"
2902,51063,VA,3.1,"54,262"
2903,51065,VA,3.3,"79,598"
2904,51067,VA,3.5,"61,714"
2905,51069,VA,2.9,"83,033"
2906,51071,VA,3.5,"55,983"
2907,51073,VA,3.4,"73,893"
2908,51075,VA,3.1,"101,927"
2909,51077,VA,3.3,"45,896"
2910,51079,VA,3.0,"70,046"
2911,51081,VA,4.9,"48,578"
2912,51083,VA,4.8,"43,386"
2913,51085,VA,3.0,"97,717"
2914,51087,VA,4.0,"80,105"
2915,51089,VA,4.7,"41,706"
2916,51091,VA,2.9,"52,898"
2917,51093,VA,3.5,"75,481"
2918,51095,VA,4.0,"86,501"
2919,51097,VA,3.1,"60,133"
2920,51099,VA,2.9,"90,786"
2921,51101,VA,3.3,"79,313"
2922,51103,VA,5.3,"55,539"
2923,51105,VA,4.0,"38,229"
2924,51107,VA,3.1,"155,362"
2925,51109,VA,3.4,"69,907"
2926,51111,VA,3.8,"47,384"
2927,51113,VA,2.5,"67,373"
2928,51115,VA,3.2,"68,946"
2929,51117,VA,4.7,"49,542"
2930,51119,VA,3.4,"60,752"
2931,51121,VA,3.0,"62,418"
2932,51125,VA,3.5,"60,757"
2933,51127,VA,3.0,"107,658"
2934,51131,VA,5.4,"50,096"
2935,51133,VA,4.9,"60,575"
2936,51135,VA,3.7,"51,503"
2937,51137,VA,3.6,"73,226"
2938,51139,VA,4.6,"52,107"
2939,51141,VA,4.5,"46,149"
2940,51143,VA,4.0,"49,124"
2941,51145,VA,2.9,"98,465"
2942,51147,VA,4.8,"47,968"
2943,51149,VA,4.5,"75,717"
2944,51153,VA,4.0,"111,117"
2945,51155,VA,4.0,"50,530"
2946,51157,VA,2.9,"76,634"
2947,51159,VA,3.5,"55,870"
2948,51161,VA,3.1,"71,613"
2949,51163,VA,3.7,"55,684"
2950,51165,VA,2.9,"62,609"
2951,51167,VA,4.3,"43,206"
2952,51169,VA,3.6,"44,937"
2953,51171,VA,3.6,"54,294"
2954,51173,VA,4.0,"43,351"
2955,51175,VA,3.5,"60,441"
2956,51177,VA,3.8,"94,299"
2957,51179,VA,3.6,"110,120"
2958,51181,VA,3.8,"57,872"
2959,51183,VA,6.5,"48,040"
2960,51185,VA,5.2,"45,214"
2961,51187,VA,3.5,"63,797"
2962,51191,VA,3.6,"53,785"
2963,51193,VA,4.4,"59,343"
2964,51195,VA,5.2,"41,723"
2965,51197,VA,4.0,"54,399"
2966,51199,VA,3.3,"91,711"
2967,51510,VA,3.8,"99,763"
2968,51520,VA,4.7,"41,444"
2969,51530,VA,3.9,"48,837"
2970,51540,VA,3.7,"70,501"
2971,51550,VA,3.8,"80,402"
2972,51570,VA,4.8,"67,339"
2973,51580,VA,5.8,"40,683"
2974,51590,VA,6.5,"36,560"
2975,51595,VA,7.8,"42,895"
2976,51600,VA,3.4,"102,828"
2977,51610,VA,2.6,"160,305"
2978,51620,VA,6.9,"47,223"
2979,51630,VA,4.7,"72,437"
2980,51640,VA,4.1,"40,271"
2981,51650,VA,5.7,"53,719"
2982,51660,VA,4.0,"52,159"
2983,51670,VA,7.5,"41,792"
2984,51678,VA,4.9,"63,580"
2985,51680,VA,5.1,"56,089"
2986,51683,VA,3.9,"87,804"
